Dodic,Nomenclature
M609,"""CRYPTO EQUIP DESTRYR, INC M2A1 TH4"""
M610,"""FILE DESTRYR, INC ABC M4"""
M611,"""FILE DESTRYR, INC ABC M4"""
M612,"""DESTRUCTOR, SIMUL INC MIX"""
M613,"""CORD, DET (1377)"""
M614,"""CORD, DET (1377)"""
M616,"""FIRING DEVICE, DEMO M1 DELAY 6-14 MIN"""
M617,"""FIRING DEVICE SET, DEMO MIXED DELAY"""
M619,"""FIRING DEVICE, DEMO M1 DELAY 12-32 MIN"""
M620,"""FIRING DEVICE, DEMO M1 DELAY 45-115 MIN"""
M621,"""FIRING DEVICE, DEMO M1 DELAY 100-280 MIN"""
M622,"""FIRING DEVICE, DEMO M1 DELAY 210-570 MIN"""
M623,"""FIRING DEVICE, DEMO M1 DELAY 610-1130 MIN"""
M625,"""FIRING DEVICE, DEMO MK6-0 DELAY 30 OR 80 MIN"""
M626,"""FIRING DEVICE, DEMO PRESS M1A1"""
M627,"""FIRING DEVICE, DEMO PRESS RELEASE M5"""
M629,"""FIRING DEVICE, DEMO PULL-TEN REL M3"""
M630,"""FIRING DEVICE, DEMO PULL M1"""
M631,"""FIRING DEVICE, DEMO PRESS RELEASE M1"""
M635,"""FIRING DEVICE, DEMO PULL M1"""
M637,"""FIRING DEVICE, DEMO PULL-RELEASE M3"""
M643,"""FIRING DEVICE, DEMO MK23-0 15 MIN-12 HR DEL (1375)"""
M644,"""FIRING DEVICE, DEMO MK24-1/2 30 MIN DEL (1375)"""
M644,"""FIRING DEVICE, DEMO MK24-3 30 MIN DEL (1375)"""
M647,""" IMPULSE (1377)"""
M648,"""CUTTER, PROP ACTUATED MK20-0"""
M654,""" IMPULSE"""
M657,""" IMPULSE"""
M658,""" IMPULSE"""
M659,""" IMPULSE"""
M663,""" IMPULSE MK148-0"""
M666,""" IMPULSE"""
M667,""" IMPULSE"""
M670,"""FUSE, BLAST TIME M700 (U/I FT) (1375)"""
M679,"""INITIATOR, CTG ACTUATED DELAY 0.75 SEC"""
M680,"""IGNITION CYLINDER, FLAME THROWER M1 (1375)"""
M681,"""INITIATOR, CTG ACTUATED DELAY 0.3 SEC"""
M682,"""INITIATOR, CTG ACTUATED DELAY 0.4 SEC"""
M683,"""INITIATOR, CTG ACTUATED INSTANT"""
M688,"""INITIATOR, CTG ACTUATED M99 INSTANT"""
M689,"""INITIATOR, CTG ACTUATED M53 INSTANT"""
M690,"""INITIATOR, CTG ACTUATED M3 SER INSTANT"""
M692,"""INITIATOR, CTG ACTUATED M5A2 INSTANT"""
M699,"""INITIATOR, CAD M28 INSTANT"""
M700,"""INITIATOR, CAD M27 INSTANT"""
M701,"""INITIATOR, CAD MK11-0 DELAY 0.4 SEC"""
M703,"""INITIATOR, CAD M31 DELAY 0.1 SEC"""
M707,"""INITIATOR, CAD M30 SERIES DELAY 2.0 SEC"""
M708,"""INITIATOR, CAD M32 SERIES DELAY 1.0 SEC"""
M709,"""INITIATOR, CAD M45A1 DELAY 3.0 SEC"""
M710,"""INITIATOR, CAD M26 DELAY 0.3 SEC"""
M713,"""INITIATOR, CAD M49A1 DELAY 0.3 SEC"""
M719,"""INITIATOR, CAD DELAY 0.75 SEC"""
M720,"""INITIATOR, CAD INSTANT"""
M721,"""INITIATOR, CAD M110 DELAY 1.4 SEC"""
M723,"""INITIATOR, CTG ACTUATED JAU 1/B INSTANT"""
M725,"""INITIATOR, CTG ACTUATED M72 DELAY 0.5 SEC"""
M726,"""INITIATOR, CTG ACTUATED INSTANT"""
M727,"""INITIATOR, CTG ACTUATED INSTANT"""
M728,"""INITIATOR, CTG ACTUATED INSTANT"""
M731,"""INITIATOR, CTG ACTUATED INSTANT"""
M743,"""RCKT MTR, MK80-0"""
M744,"""RCKT MTR, MK79-0"""
M756,"""CHG, ASSY DEMO CHAIN M37 C-4 8 x 2 ½ LB (1375)"""
M757,"""CHG, ASSY DEMO KIT M183 C-4 16 X 1 1/4 LB (1375)"""
M758,"""INITIATOR, PAD JAU-8/A25"""
M763,"""INITIATOR, PA XM/M113"""
M766,"""IGNITER, TIME BLAST FUSE M2/M60"""
M769,""" CCU-4/A DELAY 1.0 SEC"""
M770,""" MK136-0 DELAY 0.225 SEC"""
M771,""" MK141-0 DELAY 2.0 SEC"""
M772,""" MK142-0 DELAY 0.125 SEC"""
M783,""" IMPULSE"""
M790,"""CHG ASSY, DEMO MK127-0 (1375)"""
M791,"""CHG ASSY, DEMO MK133-0/1/2 (1375)"""
M792,"""CHG ASSY, DEMO MK135/137/138 MODS (1375)"""
M810,"""PRIMER, PERC M2/IMPROVED NO 3 (1375)"""
M813,"""SQUIB, ELEC"""
M814,"""DOC DESTRYR, EMER INC M4 (55 GAL DRM) (1375)"""
M815,"""SQUIB, ELEC MK83-0 (1377)"""
M816,"""INITIATOR, CAD"""
M825,""" DELAY 0.3 SEC"""
M826,"""INITIATOR, CAD XM120"""
M827,""" DELAY M293 ASSY"""
M828,"""SQUIB, ELEC"""
M832,"""CHG, DEMO SHAPED MK74-1 (1375)"""
M836,"""CAP, BLAST ELEC P8A0 (1375)"""
M837,""" IMPULSE BBU-52/B"""
M842,"""SQUIB, ELEC M1"""
M845,"""SQUIB, ELEC S-67"""
M851,"""SQUIB, ELEC M1A1"""
M852,"""SQUIB, ELEC MK13-0"""
M853,"""SWITCH, SQUIB ACTUATED MK112-2"""
M858,"""SQUIB, ELEC S-68"""
M862,"""SQUIB, ELEC S-75"""
M865,"""THRUSTER, CAD M1A2"""
M866,"""THRUSTER, M2A2"""
M867,"""THRUSTER, CAD M3A3"""
M869,"""THRUSTER, CAD M5A2"""
M875,"""THRUSTER, CAD T16/M16"""
M877,"""THRUSTER, CAD M11"""
M878,"""THRUSTER, CAD M15"""
M880,"""THRUSTER, M9 F105"""
M881,"""THRUSTER, CAD M13"""
M896,"""SQUIB, ELEC"""
M897,"""THRUSTER, CAD M25A1"""
M901,"""THRUSTER, M26 F-104"""
M905,"""SQUIB, ELEC"""
M913,"""CHG, DEMO HE LINEAR M58/A1/A2/A4 SER MICLIC (1375)"""
M915,""" EXPL BOLT"""
M927,"""CUTTER, CAD"""
M928,"""RCKT MTR, MK82-0, 1"""
M929,"""RCKT MTR, MK83-0"""
M931,"""RCKT MTR, MK84-0"""
M932,"""RCKT MTR, MK85-0"""
M933,"""RCKT MTR, MK92-0, 1"""
M934,"""IGNITION ELEMENT, ELEC MK17-0"""
M938,"""RCKT MTR, MK86-0, 1"""
M939,"""RCKT MTR, MK87-0, 1"""
M940,"""RCKT MTR, MK88-0, 1"""
M941,"""CATAPULT, ACFT EJECT SEAT MK18-0"""
M942,"""CATAPULT, ACFT EJECT SEAT MK17-1"""
M943,""" IMPULSE MK107-0, 1"""
M944,""" DELAY 0.4 SEC"""
M945,"""CATAPULT, ACFT EJECT SEAT CKU-5/A"""
M946,"""REMOVER, ACFT CANOPY RAU-1/A"""
M948,""" IMPULSE"""
M950,"""DETONATOR, STAB M55 (1376)"""
M955,"""DETONATOR, STAB M24 (1376)"""
M957,"""CHG, DEMO SHAPED MK47-1 (1375)"""
M963,"""DETONATOR, STAB M47 (1376)"""
M964,"""DETONATOR, STAB MK43-2 (1376)"""
M965,"""CHG, DEMO KIT CRATERING M180"""
M972,"""DETONATOR, STAB M94 (1376)"""
M974,"""CAP, BLAST ELEC SPEC LGM-25"""
M975,"""FUZE, CRYPTO EQUIP M210"""
M976,"""CHG, DEMO BLOCK MK36-1"""
M977,"""CORD, DET 120 IN PETN"""
M980,"""CHG, DEMO SHEET ROLL 38 FT PETN NEW/FT (1375)"""
M981,"""CHG, DEMO SHEET ROLL 25 FT PETN NEW/FT"""
M982,"""CHG, DEMO SHEET ROLL 19 FT PETN NEW/FT"""
M983,"""CHG, DEMO SHEET ROLL 15 FT PETN NEW/FT"""
M984,"""CHG, DEMO SHEET ROLL 13 FT PETN NEW/FT"""
M985,"""CHG, DEMO SHEET ROLL 11 FT PETN NEW/FT"""
M986,"""CHG, DEMO SHEET ROLL 9 FT PETN NEW/FT"""
M990,"""DETONATOR, FLASH M17"""
M993,"""CHG, DEMO SHEET ROLL 41 2/3 FT PETN NEW/FT"""
M994,"""CHG, DEMO SHEET ROLL 76 FT PETN NEW/FT"""
M995,"""CHG, DEMO RIGID LINEAR MK86-0 H-6"""
M996,"""CHG, DEMO RIGID LINEAR MK87-0 H-6"""
M997,"""CHG, DEMO RIGID LINEAR MK88-0 H-6"""
M998,"""CHG, DEMO RIGID LINEAR MK89-0 C-3"""
